WKT,ADM1_EN,adm1_pcode,adm1_name
"MULTIPOLYGON (((43.4618934380001 11.4242940670001,43.4553187380001 11.420940069,43.454711914 11.428100586,43.4506835940001 11.4318847660001,43.453354791 11.436493091,43.458709717 11.4455900180001,43.4593347580001 11.445880421,43.4594726560001 11.445922852,43.4628906250001 11.4475097660001,43.4660529070001 11.4478197930001,43.4691331980001 11.4481106160001,43.471378369 11.446854843,43.472686767 11.446119309,43.473003502 11.444976153,43.4738769530001 11.44152832,43.4728775310001 11.4368758370001,43.4720382690001 11.433230399,43.469533363 11.4296357650001,43.468322754 11.4279174800001,43.4682624750001 11.427811993,43.4680155510001 11.427457647,43.4618934380001 11.4242940670001)),((43.3151130680001 11.465003967,43.3201866150001 11.447181701,43.331153869 11.426269532,43.3344383240001 11.4254226690001,43.3362913890001 11.4269528570001,43.341112374 11.4309338370001,43.343589783 11.4329795840001,43.3457298280001 11.4311876300001,43.3542861940001 11.4136705390001,43.3724757680001 11.3967612430001,43.3867187500001 11.3834838870001,43.387807949 11.382552543,43.390953064 11.379751205,43.3917969500001 11.3799122350001,43.409984589 11.383382797,43.427566529 11.378933907,43.4294525390001 11.377026341,43.4309082030001 11.3754882810001,43.430938385 11.3752468230001,43.4317817690001 11.3675298690001,43.4340058070001 11.3662628860001,43.438392639 11.363763808,43.447338105 11.3598184580001,43.455211639 11.3517103190001,43.4553047160001 11.351702656,43.4553222660001 11.35168457,43.4597167970001 11.3513183590001,43.4714253590001 11.355402742,43.478149414 11.3577194210001,43.4868431090001 11.3650321960001,43.4938471340001 11.368817246,43.4984209140001 11.3712485720001,43.503269195 11.3706703190001,43.5044293500001 11.367674148,43.504502856 11.3674843150001,43.4926757810001 11.3602905270001,43.4921264650001 11.359924316,43.4891457300001 11.356165999,43.4836959840001 11.3493309020001,43.4821110660001 11.336897293,43.4794921880001 11.3291015620001,43.4794987700001 11.32904029,43.479488373 11.3290090560001,43.4796492880001 11.327639321,43.480285645 11.3217163090001,43.4854620350001 11.3120943120001,43.485762514 11.3097145890001,43.4865875240001 11.303180695,43.488142209 11.3002234410001,43.493400573 11.290221214,43.4934919990001 11.2827291940001,43.493686676 11.2667760850001,43.4960670470001 11.243608475,43.4998245240001 11.231730461,43.5023269650001 11.2268104550001,43.5151607490001 11.2015868080001,43.5161132810001 11.1997070310001,43.516317988 11.198733122,43.517982482 11.190045357,43.5214004520001 11.182990074,43.528972626 11.1776332850001,43.532722473 11.1765642170001,43.538967262 11.178040272,43.540100098 11.178283691,43.539123535 11.1787109370001,43.527709961 11.183898926,43.5263785170001 11.1853172030001,43.5257351560001 11.187222881,43.5259802160001 11.187350414,43.52803421 11.188419342,43.5538177490001 11.181148529,43.5559616090001 11.1788949960001,43.5579910280001 11.1717939380001,43.5650444030001 11.147130012,43.574806213 11.1266441340001,43.5842056270001 11.112128258,43.5985946660001 11.0823135380001,43.6150321960001 11.059671402,43.621537507 11.050704528,43.6256713870001 11.0449218750001,43.632667113 11.0325647510001,43.647022248 11.0069999680001,43.6640974150001 10.9828435520001,43.6744689940001 10.9645795820001,43.683113098 10.952993393,43.692199708 10.940807342,43.6977850150001 10.935185355,43.730247498 10.9025096890001,43.763296321 10.864870018,43.768432617 10.859020233,43.789134979 10.835435868,43.8120263530001 10.811838676,43.8163861720001 10.8073681770001,43.8290182260001 10.794328638,43.829105338 10.794235137,43.8291044090001 10.794234047,43.833054329 10.7901623380001,43.8383178710001 10.784729004,43.838826398 10.784263405,43.8560880250001 10.76830053,43.8570785530001 10.767384529,43.9294967650001 10.706303597,43.9358343550001 10.7004942250001,43.9400811670001 10.696601371,43.95306778 10.684697151,43.95458475 10.683306857,43.9567260740001 10.681274414,43.965790896 10.6773217300001,43.977622986 10.6720829010001,43.9950294490001 10.662080765,44.0113498960001 10.648985845,44.046772004 10.6205644610001,44.046782251 10.6205579910001,44.046875 10.620483398,44.0477600790001 10.6199406150001,44.057842255 10.613574982,44.0644416810001 10.608724594,44.072403459 10.5978626780001,44.081886292 10.584925651,44.0818990320001 10.5849139370001,44.08190918 10.5848999020001,44.082804282 10.584081632,44.09608841 10.571867943,44.1102256780001 10.5620250710001,44.1175117490001 10.558027268,44.1266949600001 10.5566143140001,44.130794526 10.555983543,44.140143385 10.5528015850001,44.1404035100001 10.552708802,44.1486206060001 10.547588348,44.1842765810001 10.518613815,44.201683045 10.5076799390001,44.2071380620001 10.502037049,44.2180213930001 10.491258621,44.2344169610001 10.475020409,44.2366767170001 10.4730522560001,44.235774319 10.4714522,44.1862680740001 10.3836719230001,44.1509426650001 10.320891021,44.117893253 10.27582958,44.1093237530001 10.2641454380001,44.091239843 10.2394888100001,44.062397575 10.200163628,44.041076624 10.171093436,44.0409744610001 10.170954141,44.0081628030001 10.188838178,43.9883694070001 10.1996265940001,43.9589802610001 10.2156451860001,43.9254535960001 10.233918938,43.8209228520001 10.290893555,43.7609334650001 10.3009019570001,43.7609332490001 10.300901993,43.7609252930001 10.30090332,43.760923964 10.300901993,43.755548919 10.2955351420001,43.7208862300001 10.2609252930001,43.6890027260001 10.2156451860001,43.6701268320001 10.1888381420001,43.5866283060001 10.070255751,43.5545627480001 10.0247170960001,43.554494763 10.0246205450001,43.5544947270001 10.024620494,43.554494763 10.024620472,43.5545982400001 10.0245582200001,43.554494763 10.024411195,43.53094101 9.99094486200005,43.456573129 9.90264319900007,43.422219048 9.86185243800003,43.40636068 9.84302279900004,43.406348338 9.84303070900006,43.3759693630001 9.80694048300006,43.3712005100001 9.80140858700003,43.370876309 9.80102348400004,43.370602665 9.80052185000005,43.310913086 9.69110107400007,43.2896728520001 9.65728759800004,43.2896728520001 9.65747070300006,43.2838745120001 9.69067382800006,43.270080566 9.76867675800003,43.269104004 9.78747558600003,43.2631225590001 9.81512451200007,43.256896973 9.84271240200007,43.1818847660001 9.88269043000003,43.168977865 9.88793570000007,43.16848 9.88814,43.1667513880001 9.88885001400007,43.1622924800001 9.89068603500004,43.1499023440001 9.89947509800004,43.146118164 9.89910888700007,43.145324707 9.89892578100006,43.1453180140001 9.89887701700007,43.14526 9.89887,43.145038893 9.89710682300006,43.1446564060001 9.89405673200002,43.1444702150001 9.89270019500003,43.138232251 9.88640225100005,43.13813 9.8863,43.12885 9.88632,43.1275273730001 9.88656101200007,43.1154785160001 9.88891601600005,43.099914551 9.89648437500006,43.0938947970001 9.901096,43.08947 9.90452,43.0880338330001 9.90624179200006,43.0858764650001 9.90887451200007,43.076477051 9.93328857400007,43.065307617 9.96191406200006,43.061889648 9.96691894500003,43.052906079 9.98986289600003,43.04888916 10.00012207,43.0292968750001 10.0504760740001,43.0175170900001 10.080688477,43.0106811520001 10.0914916990001,43.00012207 10.1013183590001,42.9990088650001 10.102033992,42.9632425350001 10.132129634,42.9432983400001 10.151489258,42.9420776370001 10.1525268550001,42.8812866210001 10.207092285,42.86529541 10.2243041990001,42.8596328040001 10.232231848,42.85833 10.23407,42.85336 10.24254,42.8512258600001 10.2461782290001,42.8327026370001 10.277893066,42.817504883 10.3182983400001,42.8048706050001 10.351928711,42.803283691 10.358276367,42.791870117 10.40411377,42.7631225590001 10.4567260740001,42.756896973 10.4716796870001,42.7565438880001 10.4730105460001,42.75612 10.47469,42.753434719 10.4853629260001,42.7467041020001 10.512329102,42.7395019530001 10.52130127,42.7316894530001 10.526489258,42.716918945 10.5305175780001,42.7069661410001 10.5370105980001,42.70405 10.53896,42.7037649580001 10.539325761,42.6984863280001 10.5463256840001,42.6954956050001 10.5582885740001,42.690490723 10.57232666,42.6832885740001 10.5925292970001,42.6831054690001 10.606323242,42.685119629 10.613098145,42.685584088 10.6138295760001,42.69296 10.6252,42.7025438970001 10.635317376,42.7032536610001 10.6360520440001,42.703356419 10.6361325550001,42.703674316 10.636291504,42.7218580260001 10.6506286590001,42.7226 10.65121,42.722604474 10.651217205,42.722717285 10.6513061520001,42.7229003910001 10.651489258,42.7387084960001 10.677124023,42.7418646460001 10.682236292,42.76653 10.72197,42.7784628910001 10.73751416,42.788696289 10.7506713870001,42.7942116360001 10.759365718,42.802885861 10.770859692,42.810913086 10.7802734370001,42.8112792970001 10.780883789,42.823022522 10.79754222,42.82351135 10.7981899530001,42.844321531 10.826401102,42.8557128910001 10.8380737300001,42.8628142200001 10.8514705640001,42.867999395 10.8584998040001,42.870483398 10.8613281250001,42.8718235950001 10.8636840500001,42.892453742 10.891651139,42.9100952150001 10.913879395,42.9168565530001 10.9247326080001,42.9170663140001 10.9250169690001,42.943343654 10.9624322120001,42.961486816 10.9843139650001,42.968078613 10.9974975590001,42.9690099480001 10.9989774090001,42.969213682 10.9992674970001,43.0082850920001 11.0612084040001,43.0511726730001 11.1292498290001,43.060979355 11.1448008670001,43.261291504 11.4620971680001,43.2661132810001 11.468078613,43.273498535 11.46887207,43.2796134880001 11.4697532640001,43.287467957 11.4708328240001,43.2925955270001 11.4692723360001,43.29309082 11.469116211,43.29367469 11.468370156,43.2974281310001 11.4634656910001,43.3016700740001 11.461489677,43.3016849700001 11.4614924630001,43.3016967770001 11.461486816,43.3059082030001 11.462280273,43.306026822 11.4627942870001,43.3060799150001 11.4629520820001,43.306941986 11.465514183,43.306706064 11.4666767000001,43.306274414 11.4694824220001,43.300109863 11.4808959960001,43.2973022460001 11.483276367,43.2845351760001 11.486863306,43.286334991 11.489661217,43.286462456 11.4896850590001,43.28692627 11.4896850590001,43.2895318280001 11.4902591650001,43.2905159000001 11.490443229,43.302295685 11.4851856230001,43.307559967 11.479322433,43.3136596680001 11.4677619930001,43.3151130680001 11.465003967)),((43.3377671630001 11.4476928710001,43.335083008 11.4476928710001,43.356323242 11.466918945,43.359680176 11.475891113,43.3638820690001 11.4954390520001,43.365132203 11.4945546820001,43.367465973 11.492903708,43.3664065730001 11.487886761,43.3624877930001 11.4697265620001,43.3605491100001 11.4654515190001,43.360018186 11.46434536,43.3599548340001 11.4642133720001,43.338615417 11.4477109900001,43.3377671630001 11.4476928710001)),((43.4535820680001 11.492546062,43.451477051 11.491271973,43.450500488 11.494506836,43.451382225 11.497830304,43.452121735 11.5003986360001,43.458799958 11.5081679,43.4591788590001 11.508601389,43.4632901480001 11.5107413860001,43.4647046800001 11.5114659020001,43.4663848880001 11.5089817050001,43.4600462540001 11.499869919,43.4562988280001 11.494506836,43.4562722140001 11.494444736,43.456267632 11.4944381500001,43.4559936520001 11.4940443030001,43.4535820680001 11.492546062)))",Awdal,SO11,Awdal
"MULTIPOLYGON (((44.03028 4.95968,44.0849801350001 4.95730106300005,44.085023742 4.95730579000002,44.085027665 4.95729899600002,44.092031542 4.95699439400005,44.592119643 4.93477261700002,44.6643906400001 4.50971841900002,44.6766783910001 4.44076838400002,44.678339023 4.43145011100006,44.6784517780001 4.43081741000003,44.679637015 4.41921183100004,44.679637051 4.41921165500003,44.680459119 4.41520184900003,44.6810913090001 4.41149902300003,44.723161265 4.20691327600002,44.7445466200001 4.10260177200007,44.749634212 4.07788082300004,44.7496566770001 4.07777166400007,44.749716429 4.07751975500003,44.7504678290001 4.07435192300005,44.751098633 4.07147216800007,44.7651679780001 4.01237748300002,44.775694898 3.96799697900002,44.800956726 3.86149549500004,44.7823570190001 3.76230213000002,44.770874023 3.70147705100004,44.772144602 3.65027034200006,44.772207108 3.64775122900005,44.778290123 3.38618984500005,44.7804732540001 3.28964036900004,44.780883788 3.27148441100007,44.780883789 3.27148437500006,44.6609556440001 3.25153701800002,44.640958998 3.25954043600007,44.610954285 3.27154946300004,44.5673505550001 3.26937146100005,44.5552072520001 3.26876406000002,44.4719238280001 3.26470947300004,44.435571237 3.26278278600006,44.4350304110001 3.26275412200005,44.421515614 3.26203783700004,44.4108886720001 3.26147460900006,44.3729797410001 3.28491357000007,44.3339203850001 3.30894702200004,44.3018641140001 3.32867143500005,44.2809448240001 3.34154319800007,44.28697021 3.35158376800007,44.2939231450001 3.36316998600006,44.302928545 3.37801525200007,44.310947454 3.39123430100005,44.311096191 3.39147949200003,44.311096191 3.40942672300002,44.311096191 3.45111084000007,44.311096191 3.45410156200006,44.311096191 3.45709228500004,44.311096191 3.46008300800003,44.311096191 3.46307373000008,44.311096191 3.46588134800004,44.311096191 3.46887207000003,44.311096191 3.47192382800006,44.311096191 3.47491455100004,44.311096191 3.47790527300003,44.311096191 3.48089599600007,44.311096191 3.48388671900005,44.311096191 3.48687744100005,44.311096191 3.48992919900007,44.311096191 3.49291992200006,44.311096191 3.49591064500004,44.311096191 3.49890136700003,44.311096191 3.50189209000007,44.311096191 3.50488281200006,44.311096191 3.50787353500004,44.311096191 3.51068115200008,44.311096191 3.51367187500006,44.311096191 3.55956985900002,44.311096191 3.57147216800007,44.310947454 3.57176964200005,44.29107666 3.61151123000008,44.2841587930001 3.62632774800005,44.281921455 3.63121490700007,44.276554076 3.64292809600005,44.273312107 3.65000301800006,44.2470528270001 3.70730004700005,44.211141248 3.78564156100003,44.1809463500001 3.85149693500006,44.0173497600001 3.90128153200004,44.017322526 3.90128982300007,44.017317022 3.90129149900002,43.9509855520001 3.92149118200007,43.9509277340001 3.92150878900003,43.88092041 3.92150878900003,43.880880699 3.92149118200007,43.8486273880001 3.90719063300003,43.816187287 3.89280726500004,43.797912598 3.88470459000007,43.7977261780001 3.88470455400005,43.7977852660001 3.88464547100006,43.7923613560001 3.88212722800006,43.7909393310001 3.88149499900004,43.775336666 3.86979572000007,43.7594659820001 3.85789481400008,43.7509155270001 3.85150146500007,43.745277722 3.84103195800003,43.6809082030001 3.72149658200004,43.5992205630001 3.63168503300005,43.580871582 3.61151123000008,43.561174829 3.60687170800003,43.4709896370001 3.58565742500002,43.4661884110001 3.58452422100004,43.4661883750001 3.58452421300007,43.411104693 3.57152315400003,43.4108886720001 3.57147216800007,43.4107408780001 3.57152315400003,43.236348617 3.63168499700004,43.236314447 3.63174419500007,43.1209502880001 3.67150503000005,43.120922089 3.67151474900004,43.129391641 3.74773193100003,43.132618333 3.77676881400004,43.1328759200001 3.77908683300006,43.1385701890001 3.83028317000003,43.1385701930001 3.83028320600005,43.140922582 3.85143318800004,43.140930176 3.85150146500007,43.140922582 3.85151671100004,43.1010742190001 3.93151855500003,43.091442129 3.94774266500002,43.0914421080001 3.94774270100004,43.0914420720001 3.94774276300007,43.0888427030001 3.95219832400005,43.0888426670001 3.95219838600002,43.055316858 4.00985539100003,43.051424819 4.01652373500002,42.8854188030001 4.30761868000008,42.885314941 4.30792236300005,42.898071289 4.31848144500003,42.9257202150001 4.34808349600007,42.9318589010001 4.35529444200006,42.93967 4.36436,42.950034101 4.37733388700002,42.9520874020001 4.37988281200006,42.969299316 4.40332031200006,42.970092773 4.40472412100007,42.970155968 4.40482768900006,42.98116 4.42258,42.9831454580001 4.42575011500003,42.987980851 4.43347062500004,42.99029541 4.43707275400004,42.997680664 4.45190429700006,43.003479004 4.46173095700004,43.0073242190001 4.46771240200007,43.0093400310001 4.47313958900003,43.00966615 4.47397019500005,43.009700975 4.47407676900002,43.0097009850001 4.47407679800006,43.01233 4.48229,43.013040592 4.48558137500004,43.02130127 4.52368164100005,43.0219116210001 4.52850341800007,43.0239257810001 4.53527832000003,43.0261230470001 4.54229736300005,43.026992616 4.54376795800005,43.03033 4.5492,43.032449516 4.55447027700006,43.0349121090001 4.56030273400006,43.035522461 4.56109619100005,43.0377923660001 4.56386624400005,43.03908 4.5654,43.040577614 4.56733825900005,43.044311523 4.57208252000004,43.0600236010001 4.58554235400004,43.08014 4.60268,43.1212204650001 4.63047285800008,43.1279296870001 4.63452148400006,43.139074341 4.64125063900002,43.1645494970001 4.65659099400006,43.16958 4.65961999900003,43.213492441 4.68414296600002,43.2352905270001 4.69628906200006,43.252160271 4.70486278000004,43.3239800320001 4.74126769800006,43.32432 4.74144,43.405365644 4.78074187900006,43.42147 4.78854999900005,43.43492 4.79468,43.46918 4.80679,43.4750262000001 4.80872173500006,43.5077046870001 4.81951811100004,43.543518066 4.83129882800006,43.600569664 4.84946256300003,43.6168836080001 4.85464244500003,43.622218322 4.85633594200004,43.65906 4.86802999900004,43.6724339080001 4.87165490500007,43.7114769120001 4.88223561700005,43.789177432 4.90328532200004,43.81386 4.90997,43.837032306 4.91583562900007,43.8503099050001 4.91919621500006,43.9378918690001 4.94135628700008,43.9379400500001 4.94136151000004,44.00758 4.95898,44.01514 4.96044,44.03028 4.95968)))",Bakool,SO25,Bakool
