Awdal,0.84690369
Woqooyi Galbeed,1
Togdheer,0.684329707
Sool,0.682931838
Sanaag,0.918289008
Bari,0.649186916
Nugaal,0.610707798
Mudug,0.608191634
Galgaduud,0.698811872
Hiraan,0.46207539
Middle Shabelle,0.123815291
Banadir,0.739816433
Lower Shabelle,0.591184025
Bay,0.357495019
Bakool,0
Gedo,0.618517307
Lower Juba,0.574735565
